P_el,P_erg,W_coh,W_inc,abs_C,control,converged
0.1181925082363549,6.575674861908354e-05,9.863512292862531e-05,0.0,0.0446174446574246,coherent,1
0.12764140717759456,5.739875751806697e-07,8.609813627710045e-07,0.0,0.03731463347430094,matched,1
0.12636934182320658,0.0,0.0,0.0,0.0,incoherent,1
0.13165623272078325,0.0,0.0,0.0,0.04227001455448516,none,1
0.13965682371585048,0.0,0.0,0.0,0.0,dephasing,1
0.12775289100223802,0.0,0.0,0.0,0.03722847060334939,alpha_half,1
0.12257329079660123,0.0,0.0,0.0,0.0,collinear,1
