I,J_Q_L,J_Q_R,P1,P_el,P_erg,T_period,W_A,W_coh,W_inc,abs_C,control,converged,first_law_residual,mode,residual_particle_avg,theta
0.19698751372725817,0.2745947166927227,-0.15248470923265048,0.3819486991392481,0.1181925082363549,6.575674861908354e-05,1.5,9.863512292862531e-05,9.863512292862531e-05,0.0,0.0446174446574246,coherent,1,-0.005882274990317168,coherent,1.33920597213677e-05,0.45
0.2127356786293243,0.29541205431218637,-0.1677712051337796,0.3360379427609924,0.12764140717759456,5.739875751806697e-07,1.5,8.609813627710045e-07,8.609813627710045e-07,0.0,0.03731463347430094,matched,1,1.1720308346757635e-06,matched,-7.450973503464464e-07,0.45
0.2106155697053443,0.2932045252241682,-0.16283691509398,0.3618182016364592,0.12636934182320658,0.0,1.5,0.0,0.0,0.0,0.0,incoherent,1,-0.006000536981390872,incoherent,6.966242915740217e-06,0.45
0.21942705453463876,0.3047425137302682,-0.1730862810094855,0.3383621264784181,0.13165623272078325,0.0,1.5,0.0,0.0,0.0,0.04227001455448516,none,1,6.938893903907228e-16,none,-4.440892098500626e-16,0.0
0.23276137285975082,0.32293683275638785,-0.1832852102367415,0.31910408933891427,0.13965682371585048,0.0,1.5,0.0,0.0,0.0,0.0,dephasing,1,0.0,dephasing,-6.944154228777366e-06,0.45
0.21292148500373007,0.29565766985376024,-0.16795156442739087,0.3354962598956033,0.12775289100223802,0.0,1.5,0.0,0.0,0.0,0.03722847060334939,alpha_half,1,7.05884694854747e-05,coherent,-9.118624643145168e-07,0.45
0.2042888179943354,0.285435441566314,-0.15944249887356657,0.4019090550298371,0.12257329079660123,0.0,1.5,0.0,0.0,0.0,0.0,collinear,1,-0.00513574044363696,coherent,1.3917647160938129e-05,0.45
