Delta,I,J_Q_L,J_Q_R,P1,P_el,T_L,T_R,V,abs_C,epsilon,min_eig,mu_L,mu_R,p_L,p_R,positive,score,theta_R
0.1,0.200018527018626,0.2521209050119471,-0.15877892573658822,0.3387996894647497,0.0933419792753588,2.0,0.25,-0.4666666666666667,0.057362490756185006,1.0,0.09941072404770145,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020150253664834774,1.4
0.2,0.16742716697938143,0.17971058571524803,-0.09041609665957827,0.40188309537282746,0.0892944890556701,2.0,0.25,-0.5333333333333333,0.05013845316297006,0.75,0.1469745786479971,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.020144447622221475,1.2
0.2,0.21729371485056753,0.27713734609553664,-0.17573361249860497,0.3497615312019816,0.10140373359693151,2.0,0.3,-0.4666666666666667,0.03360078077374808,1.0,0.14112543405602945,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.020129143793551196,0.9
0.05,0.21968275091615713,0.2746539769642097,-0.17213535987000284,0.35104828312099545,0.10251861709420666,2.0,0.3,-0.4666666666666667,0.030312652106356107,1.0,0.14489526656612214,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020094385767774614,0.6
0.2,0.20660566262888047,0.267777962091685,-0.1713619861982078,0.3508719944021365,0.09641597589347756,2.0,0.3,-0.4666666666666667,0.044854383595237954,1.0,0.12984443309187566,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020087279128487324,0.9
0.05,0.19932085977580477,0.2004516623434966,-0.10743526111478786,0.4013292133299792,0.0930164012287089,2.0,0.25,-0.4666666666666667,0.039463646460893856,0.75,0.1611677145642572,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.020076248916684993,0.6
0.1,0.17730264647005883,0.1832320493753159,-0.08867063792461781,0.40286526678610524,0.09456141145069805,2.0,0.25,-0.5333333333333333,0.034830248471300264,0.75,0.15933737973774967,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.020048917541782504,1.4
0.2,0.17664950967030313,0.18509487396242752,-0.09088180213826567,0.4012441322476952,0.09421307182416166,2.0,0.25,-0.5333333333333333,0.036112497394236644,0.75,0.15906694404565566,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.020048070885153885,1.4
0.05,0.17767674164216754,0.18218133154303057,-0.08742040266720774,0.4036690633604402,0.09476092887582269,2.0,0.25,-0.5333333333333333,0.034116301139812066,0.75,0.15942448979821658,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.02004796880231133,1.4
0.1,0.20717337523933876,0.26211021276460245,-0.16542930431957775,0.35232352825228197,0.09668090844502476,2.0,0.3,-0.4666666666666667,0.04303256032284261,1.0,0.13133746778016567,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020026712440851975,0.9
0.1,0.218184793224544,0.2737981126987626,-0.17197854252730857,0.35009884587564105,0.10181957017145388,2.0,0.3,-0.4666666666666667,0.031301600836033644,1.0,0.14269391186732253,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.02002070306267082,0.9
0.2,0.22357435603027925,0.286253679237733,-0.18191897975693586,0.3505072644606686,0.10433469948079699,2.0,0.3,-0.4666666666666667,0.025474409569069916,1.0,0.1486668288226545,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.020008017345949626,0.6
0.1,0.16721020821415095,0.17486310821398315,-0.08568433049976926,0.4046552544146039,0.08917877771421384,2.0,0.25,-0.5333333333333333,0.04770246785940979,0.75,0.1491584438600755,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.01998365664287233,1.2
0.05,0.20737243614494041,0.25908407574964953,-0.16231027221534383,0.353137734736923,0.09677380353430552,2.0,0.3,-0.4666666666666667,0.04201151069094721,1.0,0.13203825625125654,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.01998080515262027,0.9
0.05,0.21848552900881835,0.271848636128215,-0.16988872259076648,0.35042618485839,0.10195991353744856,2.0,0.3,-0.4666666666666667,0.030078220780371933,1.0,0.14329786477519527,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019949939939363972,0.9
0.2,0.19895225964059762,0.2558255803454984,-0.16298119251321955,0.3359421584658535,0.0928443878322789,2.0,0.25,-0.4666666666666667,0.05693938332329455,1.0,0.0995775403400341,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.019941717643128538,1.4
0.1,0.1949258660854537,0.1979317149220555,-0.10696631074884347,0.3975324306022008,0.09096540417321174,2.0,0.25,-0.4666666666666667,0.044070282807619376,0.75,0.1534988968474952,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.01992697187290388,0.9
0.2,0.1835995272376022,0.1965092867551173,-0.1108295073775695,0.39801973714907835,0.0856797793775477,2.0,0.25,-0.4666666666666667,0.05872495789679204,0.75,0.13970000493932733,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.01990685010943123,0.9
0.1,0.20453446654088092,0.2056088148876773,-0.11015939716859934,0.39581325953997337,0.09544941771907776,2.0,0.25,-0.4666666666666667,0.03277797353580624,0.75,0.1645964976616451,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019903646643485026,0.9
0.05,0.20624193205259395,0.2063128678952158,-0.11006663293733854,0.3966728969640989,0.09624623495787718,2.0,0.25,-0.4666666666666667,0.03061591346480022,0.75,0.16761234540166423,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.01990247396229046,0.6
0.05,0.16710872097324786,0.17235618705373265,-0.0832315358680003,0.40604545552481996,0.08912465118573219,2.0,0.25,-0.5333333333333333,0.04634468184467191,0.75,0.15023199698732137,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.019892575753320214,1.2
0.05,0.18351197490107163,0.2302299549150119,-0.1445910332945115,0.3507566674094687,0.08563892162050009,2.0,0.25,-0.4666666666666667,0.07299498750857966,1.0,0.09496028320255259,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019889837011926235,1.2
0.1,0.22459631678449088,0.28230227671798597,-0.17749066221855683,0.349734699167899,0.10481161449942908,2.0,0.3,-0.4666666666666667,0.023150712004292234,1.0,0.151703872008403,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.0198742633770927,0.6
0.05,0.1731554334014916,0.22169402803879748,-0.1293444635580019,0.35906317798957954,0.09234956448079551,2.0,0.3,-0.5333333333333333,0.05040997640429019,1.0,0.11732416166617235,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.01986605270050482,1.4
0.05,0.1585134106650965,0.20403851500384215,-0.11949802931579051,0.353207802941291,0.08454048568805146,2.0,0.25,-0.5333333333333333,0.07492523087738838,1.0,0.08833921573447807,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.019830522422881327,1.4
0.1,0.21099786251950198,0.2126016952450292,-0.1141360260692614,0.39581222427271845,0.09846566917576759,2.0,0.25,-0.4666666666666667,0.024749629373662655,0.75,0.17278740442904153,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019824434397465916,0.6
0.2,0.15016561346607016,0.1711528897433557,-0.08105352166371371,0.4315306848457193,0.0900993680796421,2.0,0.3,-0.6,0.035737065780655955,0.75,0.17771341343052413,-0.3,0.3,0.9,0.9,1,0.01978548879336973,0.6
0.05,0.22477097453905687,0.27987499489196166,-0.17498187344040209,0.3496709882224779,0.10489312145155988,2.0,0.3,-0.4666666666666667,0.021928493860344987,1.0,0.152749519147541,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019779297600741073,0.6
0.1,0.18313210608610814,0.23360606737083084,-0.14814441786398067,0.34833867155593856,0.08546164950685047,2.0,0.25,-0.4666666666666667,0.07276350987301759,1.0,0.0942284831921833,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019775469629717362,1.2
0.1,0.17257917641678475,0.2232282207537117,-0.1311859933314266,0.35774655727097837,0.0920422274222852,2.0,0.3,-0.5333333333333333,0.05046531919137328,1.0,0.11730094970580038,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.019773962363781563,1.4
0.05,0.24070886694199492,0.29422157206832134,-0.1979380252915235,0.3392318698770843,0.09628354677679796,2.0,0.25,-0.39999999999999997,0.04407745769172697,1.0,0.12538666542047913,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.019722488832413575,0.6
0.05,0.1943292152588057,0.19421818059970145,-0.10353121347892544,0.3984149496845628,0.090686967120776,2.0,0.25,-0.4666666666666667,0.042047913793747026,0.75,0.1550597273357694,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.019720739288373982,0.9
0.2,0.2092989910030263,0.2656787940942334,-0.16800593162615443,0.3495568926722673,0.09767286246807894,2.0,0.3,-0.4666666666666667,0.03739410252940444,1.0,0.13428755786068547,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.01969864298546391,1.2
0.05,0.20436053176608698,0.2032021967971461,-0.10783394863963888,0.3960933518232493,0.09536824815750726,2.0,0.25,-0.4666666666666667,0.030474512527130144,0.75,0.16616056656891787,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019696087520636944,0.9
0.1,0.24030873800638694,0.2990729455001548,-0.20294945029760003,0.3380506116755866,0.09612349520255477,2.0,0.25,-0.39999999999999997,0.04449872789179916,1.0,0.12449324387480286,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.019695926064595665,0.6
0.1,0.21016622316847997,0.26318530336682017,-0.16510773255486283,0.3507845086099131,0.09807757081195732,2.0,0.3,-0.4666666666666667,0.036025621351980605,1.0,0.13469749533836387,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019694657101126264,1.2
0.05,0.21060843632360798,0.26179250222099026,-0.16350856526997326,0.3514267744947283,0.09828393695101706,2.0,0.3,-0.4666666666666667,0.03527064163472071,1.0,0.13485019296544207,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019687817942737655,1.2
0.1,0.1580021189374172,0.2065855536562833,-0.12231775688966082,0.35080080427244575,0.08426779676662251,2.0,0.25,-0.5333333333333333,0.07437397443683479,1.0,0.08791136950435002,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.01967127207625734,1.4
0.2,0.19178552957231967,0.2531648675824449,-0.16366495378202917,0.35487701841289554,0.08949991380041585,2.0,0.3,-0.4666666666666667,0.05682358506664759,1.0,0.11952799788989801,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019649937043718674,0.9
0.1,0.19128179201174272,0.24426612813654286,-0.15500129186439626,0.35944788619570733,0.08926483627214661,2.0,0.3,-0.4666666666666667,0.05611651883352681,1.0,0.12199728133820331,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019648868707698768,0.9
0.05,0.19105594833935424,0.23982056996404086,-0.1506611274056756,0.3616145264301714,0.08915944255836532,2.0,0.3,-0.4666666666666667,0.05558411706887135,1.0,0.12326987789199412,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019634245572307578,0.9
0.2,0.19603952148099896,0.19989825782247442,-0.10841314779800819,0.3950112531681464,0.09148511002446619,2.0,0.25,-0.4666666666666667,0.03947911736017482,0.75,0.15577340298846343,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019608598736341548,1.2
0.2,0.239240952371013,0.3083069657233017,-0.2126105847748965,0.33578065040151156,0.0956963809484052,2.0,0.25,-0.39999999999999997,0.045088469181137854,1.0,0.12275978987795352,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.01960246582979316,0.6
0.2,0.17165028947708316,0.2262905063709128,-0.13474368531646846,0.3549550641406595,0.09154682105444435,2.0,0.3,-0.5333333333333333,0.05038223421737499,1.0,0.11724888308266385,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.019597021434220256,1.4
0.2,0.16179276969437648,0.22469239351844883,-0.127616731701823,0.36395016311602385,0.09707566181662589,1.8,0.35,-0.6,0.033474218837704024,1.0,0.1477658543176414,-0.3,0.3,0.9,0.9,1,0.019581140428276824,0.6
0.05,0.21052445950582602,0.20954005534936104,-0.11129530757997554,0.39552040619230466,0.09824474776938548,2.0,0.25,-0.4666666666666667,0.022486470897986527,0.75,0.1752594251353763,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.01957439896260382,0.6
0.1,0.18097842859820354,0.18587679754197525,-0.10142019752948048,0.40317756832081164,0.08445660001249498,2.0,0.25,-0.4666666666666667,0.05650086331484213,0.75,0.14385251682994096,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019565708003121258,0.9
0.2,0.18274599988479023,0.24068360316292678,-0.1554021365500248,0.343016715571562,0.0852814666129021,2.0,0.25,-0.4666666666666667,0.07192817604475527,1.0,0.09274494994814247,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.019549923222186166,1.2
0.05,0.2367751686985631,0.28793442741235964,-0.1932243599329344,0.3346223297621733,0.09471006747942523,2.0,0.25,-0.39999999999999997,0.046780050919559696,1.0,0.11756429258153157,-0.19999999999999998,0.19999999999999998,0.7,0.7,1,0.019507256536255468,0.9
0.2,0.16477938695065386,0.22541652463201067,-0.1265488924616186,0.3654513776013725,0.09886763217039231,1.8,0.35,-0.6,0.027962134916582303,1.0,0.1530233079716814,-0.3,0.3,0.7,0.7,1,0.01950560935862095,0.6
0.1,0.2500854014331958,0.3085069132250576,-0.20847275265177936,0.331549468738021,0.10003416057327831,2.0,0.25,-0.39999999999999997,0.03424428204125604,1.0,0.1313816703356509,-0.19999999999999998,0.19999999999999998,0.7,0.7,1,0.019485224820094044,0.6
0.05,0.2507444410608859,0.3051250176505272,-0.20482724122617302,0.3317733288098053,0.10029777642435435,2.0,0.25,-0.39999999999999997,0.03356221826294506,1.0,0.13182676281405784,-0.19999999999999998,0.19999999999999998,0.7,0.7,1,0.01948493164813545,0.6
0.1,0.23612907868171798,0.2908812242162521,-0.19642959274356483,0.33385690810442625,0.09445163147268719,2.0,0.25,-0.39999999999999997,0.04736997228700284,1.0,0.11722854059188287,-0.19999999999999998,0.19999999999999998,0.7,0.7,1,0.01948264761129328,0.9
0.1,0.19651028642834778,0.1969723057317965,-0.1052675053985675,0.39625786648741895,0.09170480033322896,2.0,0.25,-0.4666666666666667,0.03667657650281791,0.75,0.1574248134332732,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019452719691567744,1.2
0.2,0.24830070621350234,0.31450161642409086,-0.21518133393869002,0.3315543539943495,0.09932028248540092,2.0,0.25,-0.39999999999999997,0.03545336309013894,1.0,0.13026637893245185,-0.19999999999999998,0.19999999999999998,0.7,0.7,1,0.01944614348939608,0.6
0.2,0.1498994934186887,0.16807197512764327,-0.07813227907643007,0.43488526557103724,0.08993969605121321,2.0,0.3,-0.6,0.031199442118999148,0.75,0.18170828851118956,-0.3,0.3,0.7,0.7,1,0.019440011271970054,0.6
0.05,0.15922464868274971,0.20505523115707652,-0.12013541852627671,0.3667895687034803,0.08491981263079984,2.0,0.3,-0.5333333333333333,0.06385831161451908,1.0,0.11258232653260677,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.019421979106759395,1.2
0.2,0.23473583377104118,0.29639581308331797,-0.20250147957490142,0.3324424503105996,0.09389433350841646,2.0,0.25,-0.39999999999999997,0.048342354888279856,1.0,0.11656915074552149,-0.19999999999999998,0.19999999999999998,0.7,0.7,1,0.019410843021677907,0.9
0.1,0.24925068358479427,0.30446727052814254,-0.20476699709422472,0.33065525674759444,0.0997002734339177,2.0,0.25,-0.39999999999999997,0.03402057369155315,1.0,0.12973363994528478,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019380777999414477,0.9
0.2,0.24779688428939442,0.30771173282021613,-0.20859297910445826,0.33028901653866755,0.09911875371575776,2.0,0.25,-0.39999999999999997,0.03543455799402154,1.0,0.12916860341036493,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019375607859247142,0.9
0.2,0.15740532605240937,0.2120705387249388,-0.1281210314969871,0.34550425198892043,0.08394950722795166,2.0,0.25,-0.5333333333333333,0.0729295910200352,1.0,0.0869900485970985,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.01937245102478194,1.4
0.05,0.24986446952383756,0.3025663919812447,-0.20262060417170963,0.3309688302310807,0.09994578780953502,2.0,0.25,-0.39999999999999997,0.033247036340829504,1.0,0.12993408123739592,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019371594232413917,0.9
0.05,0.1443612046794065,0.15353265474945263,-0.06691593194180873,0.413631432136418,0.08661672280764389,2.0,0.25,-0.6,0.04471559918824185,0.75,0.15178639425798496,-0.3,0.3,0.7,0.7,1,0.01936575504937223,1.4
0.05,0.179560720576888,0.18050439176622088,-0.09670938883033948,0.40573078390743067,0.08379500293588106,2.0,0.25,-0.4666666666666667,0.055143211962030265,0.75,0.14601629688705137,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.01936427616671164,0.9
0.05,0.19669401105654982,0.19532703112360575,-0.10353649263054925,0.3969559351557299,0.09179053849305659,2.0,0.25,-0.4666666666666667,0.03518102469529387,0.75,0.15814507922560334,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.01936294018631015,1.2
0.1,0.15910678384769464,0.20823613721100007,-0.12337918582556298,0.3643001358311601,0.08485695138543714,2.0,0.3,-0.5333333333333333,0.06390523030964709,1.0,0.11160144087765389,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.019355304309937423,1.2
0.1,0.1440374998374382,0.15505781131329832,-0.06863531141083534,0.41221689443232934,0.08642249990246291,2.0,0.25,-0.6,0.045234468310550356,0.75,0.15139126942228873,-0.3,0.3,0.7,0.7,1,0.01933332035402198,1.4
0.05,0.20485263604053847,0.2544463834122477,-0.15884848659332973,0.35219593561662776,0.09559789681891795,2.0,0.3,-0.4666666666666667,0.03688640003839203,1.0,0.12988697992058237,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019298694194574775,1.4
0.05,0.21713521382855444,0.2653267993378571,-0.17847271380643517,0.34595551756446,0.08685408553142177,2.0,0.25,-0.39999999999999997,0.0624056176566328,1.0,0.10853777740347363,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.019280172166867428,0.9
0.2,0.14357659563647468,0.15804612028955156,-0.07190016290766679,0.40925753333583054,0.08614595738188481,2.0,0.25,-0.6,0.04605808193501906,0.75,0.15057893708804104,-0.3,0.3,0.7,0.7,1,0.019273449227911136,1.4
0.2,0.16694501244809076,0.2251130361655403,-0.1249460286966857,0.36596638554683536,0.10016700746885446,1.8,0.35,-0.6,0.02218443889131366,1.0,0.15764825727878468,-0.3,0.3,0.5,0.5,1,0.019272558494849375,0.6
0.1,0.20432780913782442,0.2554736345297132,-0.16012065693206162,0.35144086258784524,0.09535297759765139,2.0,0.3,-0.4666666666666667,0.03714344214905364,1.0,0.13013735253740352,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019253064592782636,1.4
0.2,0.1362865405022629,0.15441914335953283,-0.07264721905817506,0.40952319394237335,0.08177192430135774,2.0,0.25,-0.6,0.058762337090157137,0.75,0.1409369571281279,-0.3,0.3,0.9,0.9,1,0.019245050783896434,1.2
0.2,0.15917709333029453,0.21488485536838994,-0.12999040559223313,0.35890646840471296,0.08489444977615708,2.0,0.3,-0.5333333333333333,0.06364513790218854,1.0,0.1096368313027127,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.019224052235875977,1.2
0.1,0.2167971481673422,0.2696385106564507,-0.18291965138951422,0.34393123078921395,0.08671885926693687,2.0,0.25,-0.39999999999999997,0.0625550946923004,1.0,0.10763815968397915,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.019215029920350485,0.9
0.05,0.24098840505539776,0.29154191078341796,-0.1951465487612588,0.3323131526632124,0.09639536202215909,2.0,0.25,-0.39999999999999997,0.039310252667588856,1.0,0.1203972349441537,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019200131433741486,1.2
0.1,0.15958805958032496,0.21456369299126984,-0.11881085724307465,0.36663379431113363,0.09575283574819497,1.8,0.35,-0.6,0.03125515761736006,1.0,0.1520462352976742,-0.3,0.3,0.9,0.9,1,0.019190164269839678,0.6
0.1,0.2403861769899108,0.29305799822281436,-0.19690352742685024,0.3316873127155515,0.09615447079596431,2.0,0.25,-0.39999999999999997,0.03975184425138537,1.0,0.12049029953068278,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019173063693515614,1.2
0.2,0.20340409281795668,0.257325743987845,-0.16240383400613181,0.34989586804177414,0.09492190998171313,2.0,0.3,-0.4666666666666667,0.03753202145012266,1.0,0.13060073147613993,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.019162596321633824,1.4
0.2,0.1633195495166961,0.18067118227488058,-0.09356742253264255,0.42525071652486524,0.08710375974223793,2.0,0.3,-0.5333333333333333,0.037724583668584034,0.75,0.17307675274847686,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.019158893657264187,0.6
0.1,0.16397662323880144,0.2187240459731541,-0.12033807202987293,0.36538633733978765,0.09838597394328086,1.8,0.35,-0.6,0.02500262925714367,1.0,0.15760748133531255,-0.3,0.3,0.7,0.7,1,0.019157146328076313,0.6
0.05,0.19201977184007374,0.23966053741302948,-0.15005131055432847,0.35550962424513843,0.08960922685870108,2.0,0.3,-0.4666666666666667,0.04985659399359693,1.0,0.12054956083873102,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.019154395272105752,1.2
0.2,0.16157571990701358,0.21681915379776348,-0.11987372185355538,0.3645704427789467,0.09694543194420814,1.8,0.35,-0.6,0.028330483372502806,1.0,0.15389156910356766,-0.3,0.3,0.5,0.5,1,0.019137783190460955,0.9
0.2,0.25447472845348873,0.3170811146863242,-0.215291223304929,0.33056764486054213,0.10178989138139548,2.0,0.25,-0.39999999999999997,0.026352057784463888,1.0,0.13857763059117886,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019136570378987403,0.6
0.1,0.2562924806290015,0.31354065316443863,-0.21102366091283814,0.3299363163900479,0.10251699225160059,2.0,0.25,-0.39999999999999997,0.024870955115834432,1.0,0.14006692318855138,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019132599885228477,0.6
0.1,0.1915707645762842,0.24185523757942504,-0.1524555474438256,0.3542927444173877,0.08939969013559929,2.0,0.3,-0.4666666666666667,0.050360648153652224,1.0,0.12018562152642034,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.019120920623157515,1.2
0.2,0.23922545159026953,0.2957910613282129,-0.20010088069210522,0.33046908088512794,0.0956901806361078,2.0,0.25,-0.39999999999999997,0.040495641336930385,1.0,0.12063934152013826,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.01911164422211767,1.2
0.05,0.25692177464110516,0.31133158982423803,-0.20856287996779616,0.3298940003344871,0.10276870985644206,2.0,0.25,-0.39999999999999997,0.024080366048217974,1.0,0.14053895846922934,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.019111172594025443,0.6
0.2,0.21626003881323466,0.27829188044951175,-0.19178786492421807,0.33956305005647514,0.08650401552529385,2.0,0.25,-0.39999999999999997,0.06250109463336324,1.0,0.1059108359633378,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.0190642929664715,0.9
0.2,0.19081045221559909,0.24615496872809686,-0.15711009102748397,0.3517689018556003,0.08904487770061291,2.0,0.3,-0.4666666666666667,0.05115093924351492,1.0,0.11945795364838663,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.019048708167620602,1.2
0.1,0.13460476970453,0.1469883710378755,-0.06622550921515753,0.415710829516978,0.080762861822718,2.0,0.25,-0.6,0.057536159620317814,0.75,0.1445226140642043,-0.3,0.3,0.9,0.9,1,0.019046196702583163,1.2
0.1,0.16697572517589396,0.22106055843378136,-0.12087512332824504,0.3651328633626909,0.10018543510553637,1.8,0.35,-0.6,0.018919477291993766,1.0,0.16326674884743042,-0.3,0.3,0.5,0.5,1,0.018974563800449075,0.6
0.2,0.17949659118547578,0.18672252808741868,-0.10295745220086334,0.39643856874952366,0.08376507588655537,2.0,0.25,-0.4666666666666667,0.05259916725565163,0.75,0.14125180300562842,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.018967733290079048,1.2
0.2,0.14937253473866663,0.1648124253839214,-0.07518890454072152,0.43590732138005966,0.08962352084319998,2.0,0.3,-0.6,0.026049430378989,0.75,0.18519297271153984,-0.3,0.3,0.5,0.5,1,0.01896087009350136,0.6
0.05,0.15824146136976924,0.20923697239793781,-0.11429209557607625,0.368139957915375,0.09494487682186155,1.8,0.35,-0.6,0.030014622164211885,1.0,0.1539792983577421,-0.3,0.3,0.9,0.9,1,0.018959056753073536,0.6
0.05,0.16325482643098896,0.214991010381398,-0.11703811452280469,0.3656746744370346,0.09795289585859338,1.8,0.35,-0.6,0.023431793376989054,1.0,0.1593241897679979,-0.3,0.3,0.7,0.7,1,0.018945975161602967,0.6
0.05,0.13385934195825178,0.1433788472916419,-0.06306324211669086,0.4186438515501385,0.08031560517495107,2.0,0.25,-0.6,0.05671093696349098,0.75,0.14635175505947548,-0.3,0.3,0.9,0.9,1,0.018940501791334996,1.2
0.2,0.1544934455759548,0.21046141650258043,-0.11776534915700734,0.36404118695732673,0.09269606734557287,1.8,0.35,-0.6,0.036392673184179054,1.0,0.14553888734448006,-0.3,0.3,0.7,0.7,1,0.018933450392859003,0.9
0.05,0.19113890032960643,0.18962605251165962,-0.10042789902450974,0.3976846711001895,0.08919815348714967,2.0,0.25,-0.4666666666666667,0.036358637070969035,0.75,0.15356123808138591,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.01892566507912804,1.4
0.1,0.19072308465335303,0.19077425971749246,-0.10177015354592786,0.3968816528597363,0.08900410617156475,2.0,0.25,-0.4666666666666667,0.036974839370549906,0.75,0.15355448655534165,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.018916789039329265,1.4
0.2,0.21551867514923037,0.22397707125965605,-0.13776960119996373,0.39320206515629097,0.08620747005969213,2.0,0.25,-0.39999999999999997,0.04551203705495627,0.75,0.1503072884431354,-0.19999999999999998,0.19999999999999998,0.9,0.9,1,0.018904596327543245,0.6
0.1,0.16182527237631927,0.21383957075753462,-0.11674440733174307,0.3649564515067901,0.09709516342579157,1.8,0.35,-0.6,0.025040289190272676,1.0,0.1571133985748399,-0.3,0.3,0.5,0.5,1,0.01889957841404276,0.9
0.2,0.18999683816609708,0.19282913645312105,-0.10416394530894216,0.3952532195599082,0.08866519114417865,2.0,0.25,-0.4666666666666667,0.038058427653096874,0.75,0.1534684206553683,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.01889655374309898,1.4
0.05,0.1570526058820975,0.16180850299799118,-0.07804711319420574,0.4074099162697251,0.08376138980378532,2.0,0.25,-0.5333333333333333,0.048304379672288705,0.75,0.14430092976579273,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.018872601751420536,1.4
0.2,0.16412217135295132,0.1784055912089716,-0.09087376648739764,0.42770610149199484,0.08753182472157403,2.0,0.3,-0.5333333333333333,0.03240932448804836,0.75,0.1778426115047818,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.01887252213267577,0.6
0.1,0.1795096693303183,0.18176047631861342,-0.09798929729779818,0.3991795130053685,0.08377117902081521,2.0,0.25,-0.4666666666666667,0.05052782189125995,0.75,0.14309176756097453,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.018871090346016958,1.2
0.05,0.23447681511951202,0.2834540534004587,-0.18966332735265382,0.3332961354121884,0.09379072604780479,2.0,0.25,-0.39999999999999997,0.04136272233517127,1.0,0.11473047228353787,-0.19999999999999998,0.19999999999999998,0.5,0.5,1,0.018863812069474777,1.4
