Delta,I,J_Q_L,J_Q_R,P1,P_el,T_L,T_R,V,abs_C,epsilon,min_eig,mu_L,mu_R,p_L,p_R,positive,score,theta_R
0.2,0.20823663916825094,0.2725531599861666,-0.1614936190964327,0.3523509486563445,0.11105954088973384,2.0,0.3,-0.5333333333333333,0.032965215564271635,1.0,0.14312984945227486,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.02205288451909102,0.9
0.1,0.243034684480074,0.307918308786379,-0.19450212269567768,0.3324393549575687,0.11341618609070121,2.0,0.25,-0.4666666666666667,0.033514684985129994,1.0,0.13259823551607738,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.022046611040957193,0.6
0.2,0.2414938692937873,0.3139690072755449,-0.2012718682717776,0.3325444772331364,0.1126971390037674,2.0,0.25,-0.4666666666666667,0.03493820963769464,1.0,0.1312166305229215,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.022043166954961484,0.6
0.05,0.24353411074106585,0.3044699249577766,-0.19082067327861257,0.33264636841394357,0.11364925167916407,2.0,0.25,-0.4666666666666667,0.03272254758262672,1.0,0.13315084319169918,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.022022450125830026,0.6
0.1,0.17540392168358504,0.18805087721729843,-0.08280852420714743,0.40911468414376245,0.10524235301015102,2.0,0.25,-0.6,0.03010858620347141,0.75,0.17425779578546619,-0.3,0.3,0.5,0.5,1,0.022016184000740274,0.9
0.05,0.22995496180866287,0.28730366810345764,-0.17999135259274826,0.3352967024111406,0.10731231551070934,2.0,0.25,-0.4666666666666667,0.04554533833363832,1.0,0.11924725758242963,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.02201010053428651,0.9
0.1,0.2294208005678402,0.29026303572636464,-0.18319999546137278,0.33452758087729206,0.1070630402649921,2.0,0.25,-0.4666666666666667,0.04624972758880323,1.0,0.11882095855178157,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.022001689184312036,0.9
0.2,0.19826055173707086,0.26357900386409233,-0.15784004293765455,0.3531544591188841,0.1057389609264378,2.0,0.3,-0.5333333333333333,0.04368389707136341,1.0,0.1323076449773305,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021983130336319885,0.9
0.05,0.17712669922868243,0.1890083702890416,-0.0827323507518321,0.40983144731770815,0.10627601953720946,2.0,0.25,-0.6,0.027293816812889112,0.75,0.17760543212699453,-0.3,0.3,0.7,0.7,1,0.02197778118710327,0.6
0.2,0.21437963626263357,0.28171072245206336,-0.16737491644532587,0.3532660957072631,0.1143358060067379,2.0,0.3,-0.5333333333333333,0.0251513924171951,1.0,0.1500512932621052,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.02196551470061756,0.6
0.05,0.21047824486106212,0.27016397621022614,-0.15790891228432602,0.3535508905418353,0.11225506392589979,2.0,0.3,-0.5333333333333333,0.029243998873708817,1.0,0.14726641432668033,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.02196510769209888,0.6
0.1,0.1678067245759019,0.18159119975314625,-0.08090716500760531,0.40997107461385685,0.10068403474554113,2.0,0.25,-0.6,0.039699688860984086,0.75,0.16457162398597325,-0.3,0.3,0.7,0.7,1,0.021961179856318475,0.9
0.2,0.2282082817135504,0.29576669784900006,-0.18926949971600993,0.3331438332074025,0.10649719813299019,2.0,0.25,-0.4666666666666667,0.04744717440037493,1.0,0.11797107070742358,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.021955365177356904,0.9
0.2,0.24067211799505878,0.3069066741428579,-0.19459301907849708,0.3312647664901882,0.11231365506436077,2.0,0.25,-0.4666666666666667,0.03497168642743396,1.0,0.13023766385310012,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.0219375168762814,0.9
0.2,0.19253635878660447,0.2539541173277526,-0.1512680593082302,0.33679661710416464,0.10268605801952238,2.0,0.25,-0.5333333333333333,0.05525483954519233,1.0,0.10208886578182447,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021933370909264793,1.4
0.1,0.24202276507325077,0.3037076420467138,-0.19076368501253033,0.3315793208176839,0.1129439570341837,2.0,0.25,-0.4666666666666667,0.033322210544472756,1.0,0.1310315258218787,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021914055779213282,0.9
0.1,0.20897596396651813,0.269211233626769,-0.15775738617795954,0.3526535246787585,0.11145384744880966,2.0,0.3,-0.5333333333333333,0.030395433224194454,1.0,0.14502555665440664,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021894827267953405,0.9
0.05,0.24256295771975744,0.30180933538682087,-0.1886132884509341,0.3318860714813797,0.11319604693588681,2.0,0.25,-0.4666666666666667,0.03242929698690364,1.0,0.1313300995192355,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.02188698710418892,0.9
0.1,0.19858977881888198,0.2578685547950713,-0.1519540060916674,0.3545948918748746,0.10591454870340372,2.0,0.3,-0.5333333333333333,0.04160117795016177,1.0,0.13406790936744126,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021868296824013193,0.9
0.05,0.17785721122328266,0.2290607223288113,-0.1342035430097272,0.35083591193026653,0.09485717931908408,2.0,0.25,-0.5333333333333333,0.07061105057835344,1.0,0.09748332901072772,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021840448166368376,1.2
0.05,0.20918255337041153,0.267245505458511,-0.1556814769942914,0.35297962388685905,0.11156402846421948,2.0,0.3,-0.5333333333333333,0.02903483183000558,1.0,0.14576196102415964,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021795376717004964,0.9
0.05,0.1986510615865171,0.2548073772953803,-0.14886014444923779,0.3554202280021354,0.10594723284614245,2.0,0.3,-0.5333333333333333,0.04044782248669699,1.0,0.13488594913255936,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021791643344583674,0.9
0.1,0.18876741776171435,0.20035328111065365,-0.09967732497107273,0.4051172326149102,0.10067595613958098,2.0,0.25,-0.5333333333333333,0.03908576906252758,0.75,0.1633677019359775,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021786342312889482,0.6
0.1,0.21520076762192253,0.27768537838025736,-0.1629116356485656,0.35240042307654323,0.11477374273169201,2.0,0.3,-0.5333333333333333,0.02257050293555818,1.0,0.15358758418902874,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021774781603791225,0.6
0.1,0.17755401831762502,0.23240166985109748,-0.1377061934150306,0.3483953599096783,0.09469547643606667,2.0,0.25,-0.5333333333333333,0.07046225831744223,1.0,0.09667538497997893,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021728722224171607,1.2
0.05,0.21114881375183886,0.26504788778992183,-0.16651177470573023,0.3458951151482509,0.09853611308419147,2.0,0.25,-0.4666666666666667,0.060628685330208085,1.0,0.11029439033985364,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.021723718035348567,0.9
0.2,0.24721965415191616,0.31634623559986247,-0.2009770636623015,0.3317143980081454,0.11536917193756087,2.0,0.25,-0.4666666666666667,0.026136081950858973,1.0,0.13921174400037623,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.02169870714832257,0.6
0.2,0.19660437679141907,0.20985004700847198,-0.10499437938638176,0.40418563251886974,0.10485566762209017,2.0,0.25,-0.5333333333333333,0.028806541897181216,0.75,0.16891308931734172,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.0216929167198455,0.6
0.05,0.17486133656007674,0.18553138360512242,-0.08061458166907645,0.4094020827168327,0.10491680193604604,2.0,0.25,-0.6,0.02723923755361111,0.75,0.1765035858284675,-0.3,0.3,0.5,0.5,1,0.021681249737495172,0.9
0.05,0.18035553131352883,0.19155840513098302,-0.08334508634286583,0.40911373210261354,0.1082133187881173,2.0,0.25,-0.6,0.020316437489685577,0.75,0.18422649929993465,-0.3,0.3,0.5,0.5,1,0.02167433765858021,0.6
0.2,0.1829868629234627,0.19773493982675122,-0.100141946267571,0.4020073750448565,0.09759299355918011,2.0,0.25,-0.5333333333333333,0.0462065142226238,0.75,0.15473286381644072,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021673460950399195,0.9
0.1,0.21095695418491295,0.269402839954897,-0.1709562613352708,0.3438388627729756,0.09844657861962604,2.0,0.25,-0.4666666666666667,0.06088105190168718,1.0,0.10929768907875112,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.021672184393784717,0.9
0.05,0.2339191314948605,0.290782179178389,-0.18161991781412098,0.3331396715355206,0.10916226136426822,2.0,0.25,-0.4666666666666667,0.03826561096261024,1.0,0.1220717857004362,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.02166964034662035,1.2
0.1,0.24891239644688554,0.3128237156082595,-0.1966645972663797,0.33096454996393754,0.11615911834187992,2.0,0.25,-0.4666666666666667,0.024430774901715392,1.0,0.14104103336153223,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021662980691147443,0.6
0.2,0.19043784333060626,0.20197630296504618,-0.10040945318872294,0.40215150960813084,0.10156684977632334,2.0,0.25,-0.5333333333333333,0.03641612674250571,0.75,0.16456378329834143,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021662499244016892,0.9
0.1,0.23335753978257845,0.2922580862751054,-0.18335790104323552,0.33251234560140497,0.10890018523186995,2.0,0.25,-0.4666666666666667,0.03879118360738014,1.0,0.12209908171169591,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021648987475386943,1.2
0.05,0.21524268544828773,0.2751896218358909,-0.16039352293013742,0.3523184603298497,0.11479609890575346,2.0,0.3,-0.5333333333333333,0.021216963028555896,1.0,0.15482732923584003,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021644494651586688,0.6
0.2,0.16795809138190299,0.18240462576667535,-0.08162977093753346,0.40798777211079307,0.1007748548291418,2.0,0.25,-0.6,0.036478932126702945,0.75,0.16613261569043633,-0.3,0.3,0.5,0.5,1,0.021638374685720833,1.2
0.05,0.24944005668552888,0.31058303792355474,-0.19417767813697479,0.3308967978179619,0.11640535978658015,2.0,0.25,-0.4666666666666667,0.02352607461896683,1.0,0.14164246301606045,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021619629854515383,0.6
0.05,0.16667034201102002,0.17768395461692915,-0.07768174941031708,0.41091707012926715,0.100002205206612,2.0,0.25,-0.6,0.037133906849422874,0.75,0.1667074187288559,-0.3,0.3,0.7,0.7,1,0.021601408710747064,0.9
0.2,0.23226178974288417,0.29490252923326227,-0.18651369401991638,0.3313053011926982,0.10838883521334594,2.0,0.25,-0.4666666666666667,0.03970272737651147,1.0,0.1221064203059205,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021598225676833567,1.2
0.1,0.1936907323579099,0.2035686395916428,-0.10026691566742418,0.4027334571540182,0.10330172392421862,2.0,0.25,-0.5333333333333333,0.03135833941589606,0.75,0.16982095150463908,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021575072623097834,0.6
0.2,0.21066738778408858,0.27811125874139525,-0.1797998111088206,0.3394475331433794,0.09831144763257467,2.0,0.25,-0.4666666666666667,0.0610298976359346,1.0,0.10739107280289079,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.021542093244109634,0.9
0.2,0.20042547107135264,0.2610697658762739,-0.15417618130488606,0.3520115437570747,0.10689358457138808,2.0,0.3,-0.5333333333333333,0.03635933477291917,1.0,0.13684853491011176,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021526324309195412,1.2
0.2,0.17729461539933195,0.23939728038956348,-0.14484015217658644,0.3430546656855325,0.09455712821297704,2.0,0.25,-0.5333333333333333,0.06979678077792541,1.0,0.09504943573841072,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021507343598923822,1.2
0.1,0.20120564777168992,0.2586594388821931,-0.15134976007062506,0.3532347046638915,0.10730967881156796,2.0,0.3,-0.5333333333333333,0.03479804327972536,1.0,0.13744282100927632,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021498189169066404,1.2
0.1,0.15696544118894928,0.17166835168866929,-0.07748908697529983,0.41301945301798343,0.09417926471336957,2.0,0.25,-0.6,0.049915973696416205,0.75,0.15557855002291146,-0.3,0.3,0.9,0.9,1,0.02148964997671635,0.9
0.2,0.18450997396406205,0.24970355224103194,-0.15129823279353224,0.3562442681268191,0.09840531944749975,2.0,0.3,-0.5333333333333333,0.05495003757026567,1.0,0.12217259241557554,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021481832852274278,0.9
0.05,0.2015972078490093,0.25730571366434074,-0.14978720281153607,0.35388106588578033,0.10751851085280496,2.0,0.3,-0.5333333333333333,0.033946701766694315,1.0,0.13767649859283196,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021478183626666206,1.2
0.1,0.1836972673432474,0.24069935692576264,-0.14272748100936386,0.36086372005305456,0.09797187591639861,2.0,0.3,-0.5333333333333333,0.05400575162981006,1.0,0.1248702453554749,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021422955219691533,0.9
0.05,0.18329628964748204,0.23618774336009113,-0.13842972221476726,0.3630743910871828,0.09775802114532375,2.0,0.3,-0.5333333333333333,0.05335410223781051,1.0,0.12625950238920716,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.02137610494862688,0.9
0.1,0.16808542061753354,0.17965817588771538,-0.07880692351719523,0.40924894023050074,0.10085125237052012,2.0,0.25,-0.6,0.03289278699917838,0.75,0.1686593623191667,-0.3,0.3,0.5,0.5,1,0.02135601106730962,1.2
0.05,0.18617730881816302,0.1934394997512324,-0.09414493504821221,0.40662979367499213,0.09929456470302028,2.0,0.25,-0.5333333333333333,0.0371933907723273,0.75,0.16609963820328427,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.021352958035134838,0.6
0.05,0.15299471369624182,0.20203041978492875,-0.11023359156718357,0.35363761662231885,0.09179682821774508,2.0,0.25,-0.6,0.07214675483928462,1.0,0.09160217220093823,-0.3,0.3,0.9,0.9,1,0.021325753266770234,1.4
0.05,0.22758273762783537,0.28269910829614675,-0.17649383073649008,0.3340672578002113,0.10620527755965652,2.0,0.25,-0.4666666666666667,0.040203474791825795,1.0,0.11658625635304444,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021277786982472936,1.4
0.2,0.1726624761102702,0.19055316995365168,-0.09846651602817418,0.40238022109722993,0.09208665392547744,2.0,0.25,-0.5333333333333333,0.056011245731850554,0.75,0.14471834099685085,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.02127381132166941,0.9
0.1,0.22700877182316892,0.28388021311211925,-0.17794278626130702,0.333305395987522,0.10593742685081216,2.0,0.25,-0.4666666666666667,0.04034433921794026,1.0,0.11691607134469201,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021217172720119346,1.4
0.1,0.1904965634363485,0.19786185756022986,-0.09626369039417737,0.4020243771910059,0.10159816716605252,2.0,0.25,-0.5333333333333333,0.03149883186954944,0.75,0.16916261472398525,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021215484379210576,0.9
0.1,0.18186583556659328,0.1907365024626666,-0.09374139016048347,0.4033153620701736,0.09699511230218308,2.0,0.25,-0.5333333333333333,0.041972193600411115,0.75,0.15872856807754857,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021200920028986072,0.9
0.1,0.19670673695577442,0.20480559271996454,-0.09989533301021797,0.4021984295433252,0.10491025970974636,2.0,0.25,-0.5333333333333333,0.023970704529645434,0.75,0.17652241648678166,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.02119879841539174,0.6
0.05,0.16807263790573138,0.17809541042256133,-0.07725182767912248,0.4099760340618197,0.10084358274343883,2.0,0.25,-0.6,0.0310021261618171,0.75,0.16974870904377787,-0.3,0.3,0.5,0.5,1,0.021197966352897963,1.2
0.05,0.19221594450342194,0.1986950087013129,-0.09617983829948788,0.40281123651858214,0.10251517040182503,2.0,0.25,-0.5333333333333333,0.029021452961056578,0.75,0.17232856765963483,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.021196358646481665,0.6
0.05,0.21302458888579262,0.2658915380949301,-0.16648006328155998,0.33821742201115823,0.09941147481336989,2.0,0.25,-0.4666666666666667,0.05431821303514418,1.0,0.10677452665785374,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.021191937447310582,1.2
0.1,0.15251011059672273,0.20447908861617836,-0.11297302225814487,0.35123533216978775,0.09150606635803364,2.0,0.25,-0.6,0.07164840602259519,1.0,0.09113539467700216,-0.3,0.3,0.9,0.9,1,0.02115956274850533,1.4
0.05,0.16496088025851652,0.21669275302273244,-0.11771622486762243,0.36151989956536756,0.0989765281551099,2.0,0.3,-0.6,0.04811954692520639,1.0,0.12132860399338125,-0.3,0.3,0.7,0.7,1,0.021157215447719906,1.4
0.1,0.21241563199565225,0.2682044388912641,-0.16907714395996012,0.33702672955052126,0.09912729493130439,2.0,0.25,-0.4666666666666667,0.054603932531645166,1.0,0.10657941782450878,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.021125047261402817,1.2
0.05,0.15485430106197293,0.1659855920843635,-0.07307301144717979,0.4157855517137507,0.09291258063718376,2.0,0.25,-0.6,0.04807738198577179,0.75,0.15825607758338345,-0.3,0.3,0.9,0.9,1,0.021108408010474755,0.9
0.2,0.22599599704003315,0.286038371671399,-0.1805735730527171,0.3317394122121215,0.10546479861868213,2.0,0.25,-0.4666666666666667,0.04049693445043829,1.0,0.11755967306592208,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.021096205814081583,1.4
0.1,0.16441474389730343,0.21812886052748606,-0.11948001418910391,0.36020767817846433,0.09864884633838206,2.0,0.3,-0.6,0.04822933974638193,1.0,0.1212655133237518,-0.3,0.3,0.7,0.7,1,0.021064368201539754,1.4
0.05,0.19606225940493396,0.2500553174495489,-0.14548877910025054,0.35459011524605566,0.10456653834929812,2.0,0.3,-0.5333333333333333,0.03542377582018511,1.0,0.13294623197800443,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.021037828819513497,1.4
0.1,0.1955605726738556,0.25101160065179584,-0.14671262855907283,0.35383780778563273,0.10429897209272299,2.0,0.3,-0.5333333333333333,0.03573094723266366,1.0,0.13315639524823367,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.020992879407589836,1.4
0.2,0.2113550718328142,0.2727372767831328,-0.1741049099278198,0.3345375287668211,0.0986323668553133,2.0,0.25,-0.4666666666666667,0.05495557063691529,1.0,0.10621254188730739,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020986007893397763,1.2
0.05,0.19014730981069622,0.19540926985118612,-0.09399737128548143,0.4023061715348393,0.10141189856570465,2.0,0.25,-0.5333333333333333,0.02892243188190309,0.75,0.17104152697380817,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.02094745142670564,0.9
0.05,0.18101126710847354,0.18693999747704068,-0.0904006550191882,0.4042262643440683,0.09653934245785255,2.0,0.25,-0.5333333333333333,0.03968793889238623,0.75,0.16055674197615039,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.020923177280397505,0.9
0.2,0.20461443443591248,0.21948841413202094,-0.12400167806192836,0.39762148743783277,0.09548673607009249,2.0,0.25,-0.4666666666666667,0.04403379977067324,0.75,0.15373366824949597,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.0209163678494052,0.6
0.2,0.1946767229076909,0.2527242743870503,-0.14889668883628193,0.3523039752078594,0.10382758555076847,2.0,0.3,-0.5333333333333333,0.03622260964130102,1.0,0.1335302268480669,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.02090396800084117,1.4
0.2,0.16353394707169955,0.22099247144621964,-0.12287210320319995,0.3574360883560831,0.09812036824301973,2.0,0.3,-0.6,0.04826100960452535,1.0,0.12113062796335794,-0.3,0.3,0.7,0.7,1,0.02088668153974267,1.4
0.2,0.1825077687133745,0.19215441842323144,-0.09481694177609824,0.40106216001196937,0.09733747664713308,2.0,0.25,-0.5333333333333333,0.03804183195421307,0.75,0.16067102068755826,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.020877962796052463,1.2
0.05,0.19598596373688132,0.2016130908239143,-0.0970872434975775,0.40187490796629055,0.1045258473263367,2.0,0.25,-0.5333333333333333,0.021445990327811512,0.75,0.1794913930142277,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.020875544973972295,0.6
0.05,0.18389979635393852,0.2356499234291504,-0.13757003204038315,0.3575802162722397,0.09807989138876722,2.0,0.3,-0.5333333333333333,0.047886972087587965,1.0,0.12384486497007632,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.020850113935279566,1.2
0.2,0.1519459070367557,0.2097574555886889,-0.11858991136663563,0.34596969220730056,0.09116754422205342,2.0,0.25,-0.6,0.07031947055281079,1.0,0.09014147041533034,-0.3,0.3,0.9,0.9,1,0.02084838357748344,1.4
0.1,0.18352015707231553,0.23779588659003167,-0.1399184694847967,0.35635305863966826,0.09787741710523495,2.0,0.3,-0.5333333333333333,0.048484481042745116,1.0,0.12340458552772694,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.020827379177042415,1.2
0.2,0.15442704964503395,0.17086514829145177,-0.07820891850443165,0.4081938980986395,0.09265622978702037,2.0,0.25,-0.6,0.04747471290458168,0.75,0.1533690440604228,-0.3,0.3,0.7,0.7,1,0.020824953167474503,1.2
0.1,0.1694469873490365,0.17967630315127242,-0.08930457656511981,0.407671783819739,0.09037172658615279,2.0,0.25,-0.5333333333333333,0.05333293306157667,0.75,0.14936794004215606,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.02078035995681704,0.9
0.2,0.1828807889304247,0.241992152079465,-0.14445573131657172,0.3538249020038256,0.09753642076289318,2.0,0.3,-0.5333333333333333,0.049463648896770455,1.0,0.12251707261076811,-0.26666666666666666,0.26666666666666666,0.7,0.7,1,0.02077508942803947,1.2
0.2,0.16228968544378397,0.1753754202217212,-0.078001608955451,0.4081179645170445,0.09737381126627039,2.0,0.25,-0.6,0.034003570697142535,0.75,0.165318158917725,-0.3,0.3,0.5,0.5,1,0.020692212050252966,1.4
0.1,0.16286160186548976,0.17370686201833466,-0.07598990089904073,0.4097333691133883,0.09771696111929386,2.0,0.25,-0.6,0.03250817268308107,0.75,0.1657971589371303,-0.3,0.3,0.5,0.5,1,0.0206691349320621,1.4
0.1,0.18281627142115214,0.1893253849798573,-0.09182337355524284,0.40231306156879176,0.09750201142461448,2.0,0.25,-0.5333333333333333,0.03486119771669694,0.75,0.16273011638341225,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.020662463077395842,1.2
0.05,0.15196774069597468,0.20077112286208154,-0.10959047844449676,0.3684181811183513,0.0911806444175848,2.0,0.3,-0.6,0.06089696691699834,1.0,0.11652502459163477,-0.3,0.3,0.9,0.9,1,0.02065858610640609,1.2
0.05,0.1631897891947224,0.1727546466845462,-0.07484077316771276,0.410538850194605,0.09791387351683344,2.0,0.25,-0.6,0.0316893992561809,0.75,0.16597332527710906,-0.3,0.3,0.5,0.5,1,0.020656126089399904,1.4
0.2,0.2082663498296606,0.21917311181521112,-0.1219821485613696,0.39751823013992804,0.09719096325384162,2.0,0.25,-0.4666666666666667,0.03658522842317842,0.75,0.16024676184042957,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020637485935123268,0.6
0.1,0.1519371390802418,0.2039084140985209,-0.11274613065037592,0.3659019884723985,0.09116228344814509,2.0,0.3,-0.6,0.06103637982472761,1.0,0.11545840760578105,-0.3,0.3,0.9,0.9,1,0.020605585991627862,1.2
0.1,0.15395633419770555,0.16611664957861746,-0.07374284905999409,0.41100649952793,0.09237380051862333,2.0,0.25,-0.6,0.044647245735923644,0.75,0.15594236520845545,-0.3,0.3,0.7,0.7,1,0.020587832124967082,1.2
0.05,0.182906382975719,0.1877248340528535,-0.09017476313247005,0.40302417249199274,0.09755007092038347,2.0,0.25,-0.5333333333333333,0.03317501316657543,0.75,0.16362368217240733,-0.26666666666666666,0.26666666666666666,0.5,0.5,1,0.0205404037146303,1.2
0.2,0.1521548724305376,0.2104561263515984,-0.1191632028932759,0.3604832849379678,0.09129292345832256,2.0,0.3,-0.6,0.060968441205247415,1.0,0.11332969710024485,-0.3,0.3,0.9,0.9,1,0.020500645914836354,1.2
0.05,0.16769660979465478,0.17416462665845722,-0.0847264347679746,0.4103244095436497,0.08943819189048255,2.0,0.25,-0.5333333333333333,0.05174338180131891,0.75,0.1517756504278255,-0.26666666666666666,0.26666666666666666,0.9,0.9,1,0.020496384563006773,0.9
0.05,0.15371309132269306,0.16365519896982628,-0.07142734417621041,0.4124303931078067,0.09222785479361584,2.0,0.25,-0.6,0.043093515356726744,0.75,0.15719252096984393,-0.3,0.3,0.7,0.7,1,0.020456683423909664,1.2
0.2,0.21262728103187908,0.28112138620658905,-0.18189532172504547,0.3528874479371933,0.09922606448154357,2.0,0.3,-0.4666666666666667,0.04163487223089046,1.0,0.13460894772412696,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.020449236631273345,0.6
0.1,0.20141541067161975,0.2070587702459721,-0.11306491193254961,0.3998791876379756,0.09399385831342255,2.0,0.25,-0.4666666666666667,0.04112363908745613,0.75,0.15875651923162795,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.020394988943135062,0.6
0.1,0.2121038152027059,0.2710422775362642,-0.17206049710833468,0.35526872485697425,0.09898178042792942,2.0,0.3,-0.4666666666666667,0.04029769118825673,1.0,0.13733122834479827,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.020342646422883845,0.6
0.2,0.2191016764373574,0.28495583601304414,-0.182708387008944,0.3509055016617979,0.10224744900410011,2.0,0.3,-0.4666666666666667,0.033437659477907035,1.0,0.1415988884565164,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020309757286195985,0.6
0.2,0.19559802730907613,0.20480374506592808,-0.11352466565502572,0.3962229015185659,0.0912790794109022,2.0,0.25,-0.4666666666666667,0.04779431798841026,0.75,0.1501363549073226,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.02027116144140005,0.9
0.05,0.2116463427882126,0.26575094739308996,-0.16698265409192414,0.3565575390975797,0.09876829330116588,2.0,0.3,-0.4666666666666667,0.039493218749206575,1.0,0.13866096405123127,-0.23333333333333334,0.23333333333333334,0.9,0.9,1,0.020261300238352035,0.6
0.05,0.20067979958394516,0.250273682575872,-0.1566231094366978,0.34013472613678664,0.09365057313917441,2.0,0.25,-0.4666666666666667,0.05747016972390861,1.0,0.09932817914562148,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020257520874600237,1.4
0.2,0.20419235943912276,0.2096754850193333,-0.114385717281076,0.3958859321249463,0.09528976773825729,2.0,0.25,-0.4666666666666667,0.03716245039684271,0.75,0.1607670871620177,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.020246264876270088,0.9
0.2,0.21052209156649332,0.2174795206358682,-0.11923587790483792,0.3976339820878989,0.09824364273103021,2.0,0.25,-0.4666666666666667,0.029079933688144446,0.75,0.16629693772888876,-0.23333333333333334,0.23333333333333334,0.5,0.5,1,0.02020183368158657,0.6
0.1,0.20734439608468946,0.210977252922039,-0.11421653474918388,0.3965844429087991,0.09676071817285509,2.0,0.25,-0.4666666666666667,0.032698803121097506,0.75,0.1655138378862802,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.02018758794084537,0.6
0.1,0.21968319207616405,0.27835370738984444,-0.1758348844209678,0.35081705749862163,0.10251882296887656,2.0,0.3,-0.4666666666666667,0.03141309800861687,1.0,0.14397397210642873,-0.23333333333333334,0.23333333333333334,0.7,0.7,1,0.020184952697534887,0.6
